sample_id,ticker,sector,cold_start_weeks,model,augmentation_method,MAE,RMSE,MAPE
JPM_w12_s0012,JPM,finance,12,naive,none,5.207795279366629,5.986982881131259,3.6853455552401417
JPM_w12_s0012,JPM,finance,12,moving_average,none,5.5314708164760145,6.314457537823063,3.915711050918151
JPM_w12_s0012,JPM,finance,12,linear_trend,none,8.355841118590433,9.329647439123168,5.924233565901056
JPM_w12_s0013,JPM,finance,12,naive,none,4.7293227059500555,5.700251556212888,3.2254916916905185
JPM_w12_s0013,JPM,finance,12,moving_average,none,4.5885146004813055,5.439158766675201,3.136977479770611
JPM_w12_s0013,JPM,finance,12,linear_trend,none,3.5089367454164497,4.2275462119544285,2.4133115775562644
JPM_w12_s0014,JPM,finance,12,naive,none,2.1853724888392856,2.6043234229631302,1.4554337074638168
JPM_w12_s0014,JPM,finance,12,moving_average,none,3.3687994820730944,3.783607450069911,2.2348568375777993
JPM_w12_s0014,JPM,finance,12,linear_trend,none,3.219319658874118,4.012878527603479,2.1674735791809683
JPM_w12_s0015,JPM,finance,12,naive,none,6.716220855712891,7.0847017072696765,4.750162629201505
JPM_w12_s0015,JPM,finance,12,moving_average,none,4.85796149117607,5.244692271644055,3.438090804929556
JPM_w12_s0015,JPM,finance,12,linear_trend,none,12.311094203699598,12.612662212541519,8.686419432240065
JPM_w12_s0016,JPM,finance,12,naive,none,9.894642966134208,10.952157559683576,7.324525112599053
JPM_w12_s0016,JPM,finance,12,moving_average,none,8.60171432495117,9.301715483273911,6.331714206544098
JPM_w12_s0016,JPM,finance,12,linear_trend,none,5.444243625167476,6.346157286301883,3.8913497618551833
JPM_w12_s0017,JPM,finance,12,naive,none,13.20997265407017,14.743545076946232,10.817216788896687
JPM_w12_s0017,JPM,finance,12,moving_average,none,13.223294230869824,14.756383069497764,10.827932965633973
JPM_w12_s0017,JPM,finance,12,linear_trend,none,8.33029685678551,9.983733832767067,6.869232103260396
JPM_w12_s0018,JPM,finance,12,naive,none,9.803227015904032,10.949154868991485,8.599706009884754
JPM_w12_s0018,JPM,finance,12,moving_average,none,10.05812508719308,11.195111496820875,8.820094439754818
JPM_w12_s0018,JPM,finance,12,linear_trend,none,3.3669099795045314,3.9430677219895514,2.8436080023573345
JPM_w12_s0019,JPM,finance,12,naive,none,4.942045484270372,5.401467894309281,4.467736126104447
JPM_w12_s0019,JPM,finance,12,moving_average,none,4.937139783586777,5.394841817573631,4.460604131996323
JPM_w12_s0019,JPM,finance,12,linear_trend,none,7.227410536587515,9.216001215230452,6.293085838312259
JPM_w12_s0020,JPM,finance,12,naive,none,1.557446343558183,1.8701385601611789,1.499039303036006
